Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;   Ano   ;Sexo;Idade;População
3553708;Taquaritinga;RA Central;5;8;Araraquara;2020;Mulheres;50 a 54;1.893
3553807;Taquarituba;RA de Itapeva;7;12;Bauru;2020;Mulheres;50 a 54;768
3553856;Taquarivaí;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;50 a 54;159
3553906;Tarabai;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;50 a 54;240
3553955;Tarumã;RA de Marília;8;5;Marília;2020;Mulheres;50 a 54;463
3554003;Tatuí;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;50 a 54;3.624
3554102;Taubaté;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;50 a 54;10.374
3554201;Tejupá;RA de Itapeva;7;12;Bauru;2020;Mulheres;50 a 54;120
3554300;Teodoro Sampaio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;50 a 54;768
3554409;Terra Roxa;RA de Barretos;2;16;Barretos;2020;Mulheres;50 a 54;281
3554508;Tietê;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;50 a 54;1.297
3554607;Timburi;RA de Marília;8;5;Marília;2020;Mulheres;50 a 54;87
3554656;Torre de Pedra;RA de Sorocaba;13;12;Bauru;2020;Mulheres;50 a 54;79
3554706;Torrinha;RA de Campinas;4;12;Bauru;2020;Mulheres;50 a 54;317
3554755;Trabiju;RA Central;5;8;Araraquara;2020;Mulheres;50 a 54;54
3554805;Tremembé;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;50 a 54;1.389
3554904;Três Fronteiras;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;197
3554953;Tuiuti;RA de Campinas;4;3;Campinas;2020;Mulheres;50 a 54;184
3555000;Tupã;RA de Marília;8;5;Marília;2020;Mulheres;50 a 54;2.259
3555109;Tupi Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;50 a 54;506
3555208;Turiúba;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;50 a 54;66
3555307;Turmalina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;70
3555356;Ubarana;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;177
3555406;Ubatuba;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;50 a 54;2.758
3555505;Ubirajara;RA de Bauru;3;5;Marília;2020;Mulheres;50 a 54;137
3555604;Uchoa;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;330
3555703;União Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;51
3555802;Urânia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;307
3555901;Uru;RA de Bauru;3;12;Bauru;2020;Mulheres;50 a 54;45
3556008;Urupês;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;475
3556107;Valentim Gentil;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;428
3556206;Valinhos;RA de Campinas;4;3;Campinas;2020;Mulheres;50 a 54;4.851
3556305;Valparaíso;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;50 a 54;696
3556354;Vargem;RA de Campinas;4;3;Campinas;2020;Mulheres;50 a 54;305
3556404;Vargem Grande do Sul;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;50 a 54;1.422
3556453;Vargem Grande Paulista;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;50 a 54;1.631
3556503;Várzea Paulista;RA de Campinas;4;3;Campinas;2020;Mulheres;50 a 54;3.798
3556602;Vera Cruz;RA de Marília;8;5;Marília;2020;Mulheres;50 a 54;324
3556701;Vinhedo;RA de Campinas;4;3;Campinas;2020;Mulheres;50 a 54;2.547
3556800;Viradouro;RA de Barretos;2;16;Barretos;2020;Mulheres;50 a 54;555
3556909;Vista Alegre do Alto;RA de Barretos;2;16;Barretos;2020;Mulheres;50 a 54;226
3556958;Vitória Brasil;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;52
3557006;Votorantim;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;50 a 54;3.747
3557105;Votuporanga;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;3.350
3557154;Zacarias;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;50 a 54;76
3557204;Chavantes;RA de Marília;8;5;Marília;2020;Mulheres;50 a 54;396
3557303;Estiva Gerbi;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;50 a 54;363
3500105;Adamantina;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;1.295
3500204;Adolfo;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;123
3500303;Aguaí;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;969
3500402;Águas da Prata;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;299
3500501;Águas de Lindóia;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;577
3500550;Águas de Santa Bárbara;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;198
3500600;Águas de São Pedro;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;117
3500709;Agudos;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;1.045
3500758;Alambari;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;138
3500808;Alfredo Marcondes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;136
3500907;Altair;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;102
3501004;Altinópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;492
3501103;Alto Alegre;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;150
3501152;Alumínio;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;457
3501202;Álvares Florence;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;149
3501301;Álvares Machado;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;759
3501400;Álvaro de Carvalho;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;96
3501509;Alvinlândia;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;83
3501608;Americana;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;8.139
3501707;Américo Brasiliense;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;1.002
3501806;Américo de Campos;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;206
3501905;Amparo;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;2.326
3502002;Analândia;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;133
3502101;Andradina;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;2.021
3502200;Angatuba;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;718
3502309;Anhembi;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;171
3502408;Anhumas;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;113
3502507;Aparecida;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;1.252
3502606;Aparecida d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;145
3502705;Apiaí;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;705
3502754;Araçariguama;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;459
3502804;Araçatuba;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;6.954
3502903;Araçoiaba da Serra;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;922
3503000;Aramina;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;200
3503109;Arandu;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;178
3503158;Arapeí;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;96
3503208;Araraquara;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;7.808
3503307;Araras;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;4.186
3503356;Arco-Íris;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;52
3503406;Arealva;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;268
3503505;Areias;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;92
3503604;Areiópolis;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;282
3503703;Ariranha;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;260
3503802;Artur Nogueira;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.436
3503901;Arujá;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;2.502
3503950;Aspásia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;64
3504008;Assis;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;3.438
3504107;Atibaia;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;4.407
3504206;Auriflama;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;505
3504305;Avaí;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;155
3504404;Avanhandava;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;297
3504503;Avaré;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;2.684
3504602;Bady Bassitt;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;480
3504701;Balbinos;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;35
3504800;Bálsamo;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;317
3504909;Bananal;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;336
3505005;Barão de Antonina;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;107
3505104;Barbosa;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;227
3505203;Bariri;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;1.062
3505302;Barra Bonita;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;1.291
3505351;Barra do Chapéu;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;122
3505401;Barra do Turvo;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;193
3505500;Barretos;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;4.019
3505609;Barrinha;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;783
3505708;Barueri;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;7.652
3505807;Bastos;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;700
3505906;Batatais;RA de Franca;6;1;Ribeirão Preto;2020;Mulheres;55 a 59;1.916
3506003;Bauru;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;12.332
3506102;Bebedouro;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;2.521
3506201;Bento de Abreu;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;72
3506300;Bernardino de Campos;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;379
3506359;Bertioga;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;1.441
3506409;Bilac;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;254
3506508;Birigui;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;4.109
3506607;Biritiba Mirim;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;856
3506706;Boa Esperança do Sul;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;420
3506805;Bocaina;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;344
3506904;Bofete;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;294
3507001;Boituva;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;1.504
3507100;Bom Jesus dos Perdões;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;678
3507159;Bom Sucesso de Itararé;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;87
3507209;Borá;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;31
3507308;Boracéia;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;140
3507407;Borborema;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;493
3507456;Borebi;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;83
3507506;Botucatu;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;4.328
3507605;Bragança Paulista;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;4.998
3507704;Braúna;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;146
3507753;Brejo Alegre;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;81
3507803;Brodowski;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;701
3507902;Brotas;RA de Campinas;4;12;Bauru;2020;Mulheres;55 a 59;690
3508009;Buri;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;507
3508108;Buritama;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;555
3508207;Buritizal;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;127
3508306;Cabrália Paulista;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;119
3508405;Cabreúva;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.230
3508504;Caçapava;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;2.812
3508603;Cachoeira Paulista;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;1.071
3508702;Caconde;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;609
3508801;Cafelândia;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;525
3508900;Caiabu;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;139
3509007;Caieiras;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;2.961
3509106;Caiuá;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;185
3509205;Cajamar;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;1.955
3509254;Cajati;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;724
3509304;Cajobi;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;327
3509403;Cajuru;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;728
3509452;Campina do Monte Alegre;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;168
3509502;Campinas;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;37.313
3509601;Campo Limpo Paulista;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;2.482
3509700;Campos do Jordão;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;1.530
3509809;Campos Novos Paulista;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;140
3509908;Cananéia;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;335
3509957;Canas;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;149
3510005;Cândido Mota;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;1.020
3510104;Cândido Rodrigues;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;106
3510153;Canitar;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;121
3510203;Capão Bonito;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;1.273
3510302;Capela do Alto;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;532
3510401;Capivari;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;1.517
3510500;Caraguatatuba;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;3.115
3510609;Carapicuíba;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;11.189
3510708;Cardoso;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;409
3510807;Casa Branca;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;857
3510906;Cássia dos Coqueiros;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;75
3511003;Castilho;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;612
3511102;Catanduva;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;4.008
3511201;Catiguá;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;248
3511300;Cedral;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;265
3511409;Cerqueira César;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;533
3511508;Cerquilho;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;1.385
3511607;Cesário Lange;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;440
3511706;Charqueada;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;470
3511904;Clementina;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;212
3512001;Colina;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;578
3512100;Colômbia;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;169
3512209;Conchal;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;723
3512308;Conchas;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;517
3512407;Cordeirópolis;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;671
3512506;Coroados;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;185
3512605;Coronel Macedo;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;175
3512704;Corumbataí;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;116
3512803;Cosmópolis;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;1.996
3512902;Cosmorama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;260
3513009;Cotia;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;6.772
3513108;Cravinhos;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;984
3513207;Cristais Paulista;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;249
3513306;Cruzália;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;96
3513405;Cruzeiro;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;2.676
3513504;Cubatão;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;3.813
3513603;Cunha;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;667
3513702;Descalvado;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;1.087
3513801;Diadema;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;11.658
3513850;Dirce Reis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;58
3513900;Divinolândia;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;369
3514007;Dobrada;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;236
3514106;Dois Córregos;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;768
3514205;Dolcinópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;74
3514304;Dourado;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;265
3514403;Dracena;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;1.595
3514502;Duartina;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;424
3514601;Dumont;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;258
3514700;Echaporã;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;233
3514809;Eldorado;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;368
3514908;Elias Fausto;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;434
3514924;Elisiário;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;99
3514957;Embaúba;RA de Barretos;2;15;São José do Rio Preto;2020;Mulheres;55 a 59;84
3515004;Embu das Artes;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;6.938
3515103;Embu-Guaçu;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;1.905
3515129;Emilianópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;109
3515152;Engenheiro Coelho;RA de Campinas;4;11;Piracicaba;2020;Mulheres;55 a 59;436
3515186;Espírito Santo do Pinhal;RA de Campinas;4;14;São João da Boa Vista;2020;Mulheres;55 a 59;1.408
3515194;Espírito Santo do Turvo;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;144
3515202;Estrela d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;289
3515301;Estrela do Norte;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;91
3515350;Euclides da Cunha Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;293
3515400;Fartura;RA de Itapeva;7;12;Bauru;2020;Mulheres;55 a 59;522
3515509;Fernandópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;2.430
3515608;Fernando Prestes;RA Central;5;15;São José do Rio Preto;2020;Mulheres;55 a 59;163
3515657;Fernão;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;48
3515707;Ferraz de Vasconcelos;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;5.244
3515806;Flora Rica;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;62
3515905;Floreal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;125
3516002;Flórida Paulista;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;337
3516101;Florínea;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;94
3516200;Franca;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;10.950
3516309;Francisco Morato;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;4.443
3516408;Franco da Rocha;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;3.654
3516507;Gabriel Monteiro;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;110
3516606;Gália;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;199
3516705;Garça;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;1.356
3516804;Gastão Vidigal;RA de Araçatuba;1;15;São José do Rio Preto;2020;Mulheres;55 a 59;118
3516853;Gavião Peixoto;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;122
3516903;General Salgado;RA de Araçatuba;1;15;São José do Rio Preto;2020;Mulheres;55 a 59;421
3517000;Getulina;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;287
3517109;Glicério;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;155
3517208;Guaiçara;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;331
3517307;Guaimbê;RA de Bauru;3;5;Marília;2020;Mulheres;55 a 59;170
3517406;Guaíra;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;1.236
3517505;Guapiaçu;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;612
3517604;Guapiara;RA de Itapeva;7;6;Sorocaba;2020;Mulheres;55 a 59;542
3517703;Guará;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;557
3517802;Guaraçaí;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;310
3517901;Guaraci;RA de Barretos;2;16;Barretos;2020;Mulheres;55 a 59;278
3518008;Guarani d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;79
3518107;Guarantã;RA de Bauru;3;5;Marília;2020;Mulheres;55 a 59;173
3518206;Guararapes;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;1.136
3518305;Guararema;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;838
3518404;Guaratinguetá;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;4.102
3518503;Guareí;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;341
3518602;Guariba;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;1.113
3518701;Guarujá;RA de Santos;12;13;Baixada Santista;2020;Mulheres;55 a 59;9.443
3518800;Guarulhos;RM de São Paulo;10;10;Grande São Paulo;2020;Mulheres;55 a 59;38.212
3518859;Guatapará;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Mulheres;55 a 59;182
3518909;Guzolândia;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;145
3519006;Herculândia;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;281
3519055;Holambra;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;392
3519071;Hortolândia;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;6.376
3519105;Iacanga;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;305
3519204;Iacri;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;213
3519253;Iaras;RA de Sorocaba;13;12;Bauru;2020;Mulheres;55 a 59;136
3519303;Ibaté;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;976
3519402;Ibirá;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;360
3519501;Ibirarema;RA de Marília;8;5;Marília;2020;Mulheres;55 a 59;207
3519600;Ibitinga;RA Central;5;8;Araraquara;2020;Mulheres;55 a 59;1.943
3519709;Ibiúna;RA de Sorocaba;13;6;Sorocaba;2020;Mulheres;55 a 59;2.094
3519808;Icém;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;222
3519907;Iepê;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;270
3520004;Igaraçu do Tietê;RA de Bauru;3;12;Bauru;2020;Mulheres;55 a 59;786
3520103;Igarapava;RA de Franca;6;4;Franca;2020;Mulheres;55 a 59;901
3520202;Igaratá;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;253
3520301;Iguape;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;912
3520400;Ilhabela;RA de São José dos Campos;15;17;Taubaté;2020;Mulheres;55 a 59;866
3520426;Ilha Comprida;RA de Registro;16;9;Registro;2020;Mulheres;55 a 59;355
3520442;Ilha Solteira;RA de Araçatuba;1;7;Araçatuba;2020;Mulheres;55 a 59;940
3520509;Indaiatuba;RA de Campinas;4;3;Campinas;2020;Mulheres;55 a 59;7.317
3520608;Indiana;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Mulheres;55 a 59;137
3520707;Indiaporã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Mulheres;55 a 59;122
3520806;Inúbia Paulista;RA de Presidente Prudente;9;5;Marília;2020;Mulheres;55 a 59;129
