Ano;Trimestre;Data do Anúncio;Empresa alvo do investimento;Empresa(s) investidora(s);Real (em milhões);Dólar (em milhões);Valor Informado;Município;Região;Descrição do investimento;CNAE Empresa alvo do investimento;CNAE Empresa(s) investidora(s);Tipo Investimento;Período
"2014";"4";"27/10/2014";"Sofá Café";"Sofá Café";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de franquia de café no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"29/10/2014";"Mocotó";"Mocotó Restaurante e Cachaçaria";"0,02";"0,01";"Sim";"São Paulo";"RM São Paulo";"Compra de duas novas caixas d'água para abastecer o restaurante.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"31/10/2014";"Vapiano";"Vapiano Brasil Restaurante";"6,50";"2,66";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante italiano no bairro do Itaim Bibi.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"07/11/2014";"Gigetto";"Restaurante Gigetto";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de cantina italiana no bairro de Moema";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"08/11/2014";"Go Dog";"Go Dog Comércio de Alimentos e Bebidas";"0,25";"0,10";"Sim";"São Paulo";"RM São Paulo";"Abertura de lanchonete especializada em cachorro-quente";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2013 - 2014"
"2014";"4";"08/11/2014";"King of the Fork";"KOF Cafeteria";"0,13";"0,05";"Sim";"São Paulo";"RM São Paulo";"Abertura de cafeteria com venda de acessórios para bicicleta";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"08/11/2014";"Chicano Taqueria";"Chicano Taqueria";"0,80";"0,31";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante especializado em comidas latinoamericanas na Rua Augusta";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"11/11/2014";"Oui";"Oui";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de restaurante no bairro de Pinheiros";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"17/11/2014";"Giuliana Cupini - Dolci & Cioccolatini";"Giuliana Cupini";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de confeitaria no bairro de Moema";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2013 - 2014"
"2014";"4";"19/11/2014";"Deck 484";"C. C. Armand Besse";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de restaurante no bairro Cerqueira Cesar";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"23/11/2014";"Oca Restaurante";"Restaurante Oca";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de restaurante no bairro do Itaim Bibi";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"26/11/2014";"Paradis";"Paradis";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de confeitaria especializada em macarons, chocolate, bombons, etc., no Shopping Pátio Higienópolis.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"29/11/2014";"Restaurante Vie";"MS Vida Espaço Gourmet";"0,30";"0,12";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante no bairro de Higienópolis";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2013 - 2014"
"2014";"4";"03/12/2014";"Mr. Beer Cervejas Especiais";"Mr. Beer Cervejas Especiais";"0,12";"0,05";"Sim";"São Paulo";"RM São Paulo";"Inauguração de bar franqueado no Shopping Center 3";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"03/12/2014";"McDonald's";"McDonald's";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de franquia de restaurante no bairro de Campo Limpo";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"03/12/2014";"Corrientes 348";"348 Bela Cintra Restaurante";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de restaurante especializado em corte de carne argentina no Jardim Paulista";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"03/12/2014";"Italy";"Grupo Egeu Food & Beverage";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de restaurante tipo italiano no Shopping Market Place";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2014 - 2014"
"2014";"4";"03/12/2014";"Sofá Café";"Sofá Café";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de café no Centro Brasileiro Britânico no bairro de Pinheiros";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"05/12/2014";"Palecolé Paletas Mexicanas";"Palecolé Paletas Mexicanas";"0,14";"0,05";"Sim";"São Paulo";"RM São Paulo";"Inauguração de franquia de sorveteria no bairro da Mooca";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Homelete";"Homelete Omeleteria";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de restaurante especializado em omelete no Food Hall no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"O Pudim";"O Pudim Doces Artesanais";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de revenda de doces no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Itgreen Foods";"Itgreen Sucos e Alimentos Naturais";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de lanchonete especializada em sucos frescos e orgânicos no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4637-1 - Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Sofá Café";"Alqs Cafes";"0,15";"0,06";"Sim";"São Paulo";"RM São Paulo";"Inauguração de café no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Mr. Cheney";"Lindolfo Dias de Paiva";"0,20";"0,08";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja especializada em cookies e guloseimas americanas no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"1099-6 - Fabricação de produtos alimentícios não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Carcamano";"Carcamano Comércio de Alimentos e Promoções";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de restaurante especializado em culinária clássica italiana no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Los Paleteros";"Los Buenos Paleteros Sorveteria";"0,25";"0,09";"Sim";"São Paulo";"RM São Paulo";"Inauguração de franquia de sorveteria no Shopping Vila Olímpia";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"10/12/2014";"Lanchonete da Cidade";"Lanchonete da Cidade";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de lanchonete no bairro de Pinheiros";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2015"
"2014";"4";"15/10/2014";"Olea Mozzarella Bar";"Pizza Music Bar";"0,30";"0,12";"Sim";"São Paulo";"RM São Paulo";"Instalação de restaurante italiano em veículos "food truck"";"5612-1 - Serviços ambulantes de alimentação";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"26/10/2014";"Arena Verona";"Arena Verona";"0,15";"0,07";"Sim";"São Paulo";"RM São Paulo";"Instalação de food park no Espaço Verona.";"5612-1 - Serviços ambulantes de alimentação";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"26/12/2014";"BuraCo. Food Truck";"BRQ Buraco Quente Alimentos e Eventos";"0,15";"0,06";"Sim";"São Paulo";"RM São Paulo";"Instalação de food truck especializado em sanduiches de carne moída";"5612-1 - Serviços ambulantes de alimentação";"5612-1 - Serviços ambulantes de alimentação";"Implantação";"2014 - 2014"
"2014";"4";"11/10/2014";"Grupo O Estado de São Paulo - OESP";"S/A O Estado de São Paulo";"27,00";"11,03";"Sim";"São Paulo";"RM São Paulo";"Ampliação da infraestrutura, modernização dos softwares (sistemas) da área de tecnologia de informação-TI da empresa jornalística";"5822-1 - Edição integrada à impressão de jornais";"5822-1 - Edição integrada à impressão de jornais";"Ampliação/Modernização";"2012 - 2014"
"2014";"4";"12/10/2014";"Agência Estado";"S/A O Estado de São Paulo";"50,00";"20,42";"Sim";"São Paulo";"RM São Paulo";"Modernização do AE Broadcast, sistemas da área de tecnologia de informação- TI da empresa jornalística";"5822-1 - Edição integrada à impressão de jornais";"5822-1 - Edição integrada à impressão de jornais";"Modernização";"2010 - 2014"
"2014";"4";"27/11/2014";"SKY";"Sky Brasil Serviços";"...";"...";"Não";"São Paulo";"RM São Paulo";"Compra de 700 veículos marca Clio para operadora de TV por assinatura via satélite";"6143-4 - Operadoras de televisão por assinatura por satélite";"6143-4 - Operadoras de televisão por assinatura por satélite";"Ampliação";"2014 - 2014"
"2014";"4";"18/12/2014";"Brechó Market";"Brechó Market Serviços na Internet";"0,30";"0,11";"Sim";"São Paulo";"RM São Paulo";"Desenvolvimento de plataforma digital para e-commerce e loja física";"6319-4 - Portais, provedores de conteúdo e outros serviços de informação na internet";"7490-1 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"11/11/2014";"Citibank";"Banco Citibank";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de agência bancária tipo flagship na Av. Faria Lima";"6422-1 - Bancos múltiplos, com carteira comercial";"6422-1 - Bancos múltiplos, com carteira comercial";"Implantação";"2014 - 2014"
"2014";"4";"11/11/2014";"Citibank";"Banco Citibank";"...";"...";"Não";"São Paulo";"RM São Paulo";"Reforma de agência bancária na Av. Paulista";"6422-1 - Bancos múltiplos, com carteira comercial";"6422-1 - Bancos múltiplos, com carteira comercial";"Ampliação";"2014 - 2014"
"2014";"4";"07/10/2014";"Sonae Sierra Brasil";"Sonae Sierra Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Instalação de aplicativo mobile da administradora de shopping center";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2012 - ..."
"2014";"4";"17/10/2014";"Cantareira Norte Shopping";"Lumine Comercialização Imobiliária";"300,00";"122,55";"Sim";"São Paulo";"RM São Paulo";"Construção de shopping";"6822-6 - Gestão e administração da propriedade imobiliária";"6810-2 - Atividades imobiliárias de imóveis próprios";"Implantação";"2014 - 2015"
"2014";"4";"19/10/2014";"Torre Matarazzo";"Cyrela Empreendimentos Imobiliários Comercial, Importadora e Exportadora";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção de prédio comercial";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2012 - 2018"
"2014";"4";"19/10/2014";"Paulista Tower";"Even Construtora e Incorporadora";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção de prédio comercial";"6822-6 - Gestão e administração da propriedade imobiliária";"4120-4 - Construção de edifícios";"Implantação";"2014 - 2015"
"2014";"4";"17/11/2014";"Cidade Jardim Shops";"JHSF Incorporações";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção de shopping";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2014 - 2017"
"2014";"4";"25/11/2014";"FL 4300";"SDI Desenvolvimento Imobiliário/Kino Empreendimento Imobiliário";"500,00";"196,22";"Sim";"São Paulo";"RM São Paulo";"Inauguração de complexo imobiliário de escritório corporativo e residencial";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários/4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2009 - 2014"
